filename,word_count,long_video,deep_review_priority,novelty_score,coverage_score,rules_hit,rules_list
Scam Alert The Scam on Wall Street.txt,5318,True,True,0.9915,0.0085,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-007_foreign_stocks|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-004_micro_pullback|ENTR-007_order_spoofing|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-006_power_hour
Couldn't Find The MOMO -$5k On The Day Ross's Trade Recap.txt,3451,True,True,0.9914,0.0086,8,SCRN-003_float|ENTR-002_fcnh|ENTR-003_dollar_levels|PROF-002_scale_out|PROF-004_size_up_hot|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-001_premarket_watch
Day 1 Starting with a $583.15 Suretrader Account - 1 3 17.txt,2832,True,True,0.9914,0.0086,7,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|STOP-003_fifty_pct_daily_stop|PROF-002_scale_out|MKTCOND-005_seasonal|TIMING-003_midday_dead
"Happy I Made $7k, Sad I Lost $5k.txt",2473,True,True,0.9914,0.0086,8,SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-002_opening_range|TIMING-003_midday_dead
January 2020 - Month in Review.txt,7241,True,True,0.9914,0.0086,10,SCRN-003_float|SCRN-007_foreign_stocks|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
Red Streak Recap -$3.6k Ross's Trade Recap.txt,2051,True,True,0.9914,0.0086,4,SCRN-004_price_range|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|TIMING-001_premarket_watch
A Trading Curse or a State of Mind.txt,4201,True,True,0.9913,0.0087,6,ENTR-003_dollar_levels|STOP-002_ema_cross|PROF-002_scale_out|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Day 58 of the $583 Challenge +$4251.87.txt,3962,True,True,0.9913,0.0087,7,SCRN-003_float|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-009_topping_tails|TIMING-001_premarket_watch|TIMING-003_midday_dead
My Worst Trade of The Year -$12k Ross's Trade Recap.txt,7220,True,True,0.9913,0.0087,17,SCRN-001_news_catalyst|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-002_ema_cross|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
+$8k on (NYSE IHT) (NASDAQ LHDX) (NASDAQ SQBG) & (NYSE RMED) Recap by Ross Cameron.txt,2672,True,True,0.9911,0.0089,6,SCRN-001_news_catalyst|STOP-004_thirty_pct_soft_stop|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal
-$33k Day Trading After Losing Internet Recap by Ross Cameron.txt,1541,True,True,0.9911,0.0089,4,STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-004_size_up_hot|TIMING-001_premarket_watch
Avoiding the False Breakout & Algo Flush Beginner Day Trading Strategies.txt,2814,True,True,0.9911,0.0089,4,SCRN-001_news_catalyst|SCRN-003_float|ENTR-004_micro_pullback|STOP-006_halt_offering
Choppy Market +$5k on (NASDAQ BCTX) Recap by Ross Cameron.txt,1276,False,False,0.9911,0.0089,4,STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|TIMING-001_premarket_watch|TIMING-002_opening_range
+$2.8k on $BFRI Day Trading Recap by Ross Cameron.txt,2097,True,True,0.991,0.009,7,SCRN-001_news_catalyst|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Day 43 +$28k on AMRH up 200% Ross's Trade Recap.txt,4343,True,True,0.991,0.009,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
Game Plan for the Week! - by Ross Cameron #stocks #daytrading.txt,2390,True,True,0.991,0.009,8,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|ENTR-002_fcnh|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-003_midday_dead
RED DAY RECAP - I'm red on EVERYTHING today.txt,3019,True,True,0.991,0.009,9,SCRN-001_news_catalyst|SCRN-004_price_range|ENTR-005_vwap|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|MKTCOND-003_cheap_gappers|TIMING-002_opening_range|TIMING-003_midday_dead
The Fast Lane or the Slow Lane...Who wins.txt,5149,True,True,0.991,0.009,11,SCRN-001_news_catalyst|SCRN-003_float|ENTR-004_micro_pullback|ENTR-009_topping_tails|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
[LIVE] The DAY TRADING Morning Show 9 00 - 9 30am ET with Ross Cameron [tHt6lD45GnM].txt,3169,True,True,0.991,0.009,10,SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-009_topping_tails|PROF-001_dont_cap_green|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
"Starting Off The Month Green +$1,500! Ross' Trade Recap.txt",6372,True,True,0.9909,0.0091,14,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-008_double_bottom|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length
Trading Enlightenment Attained!.txt,3694,True,True,0.9909,0.0091,10,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|PROF-001_dont_cap_green|PROF-002_scale_out|MKTCOND-001_cold_hot_framework|TIMING-003_midday_dead
"$3,234.38 in 1hr on the 35th Day of 2018!.txt",2991,True,True,0.9908,0.0092,10,SCRN-001_news_catalyst|SCRN-003_float|ENTR-003_dollar_levels|ENTR-006_bull_flag|PROF-001_dont_cap_green|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
+$6.6k Day Trading Recap by Ross Cameron.txt,1575,True,True,0.9908,0.0092,5,SCRN-001_news_catalyst|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-005_seasonal
MAX LOSS [3lwg3d1OM0I].txt,8866,True,True,0.9908,0.0092,15,SCRN-003_float|SCRN-004_price_range|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-006_start_small|MKTCOND-003_cheap_gappers|TIMING-002_opening_range|TIMING-003_midday_dead
Small Account Challenge Day 1 Take 2 +$274 Recap by Ross Cameron.txt,3175,True,True,0.9908,0.0092,8,SCRN-004_price_range|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper
"+$5,830.12 in 45min on Day 16 of 2018!.txt",5270,True,True,0.9907,0.0093,12,SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|PROF-002_scale_out|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
20th green day +$8k Ross's Trade Recap.txt,4940,True,True,0.9907,0.0093,12,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-004_price_range|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-003_midday_dead
Day Trading at a Walmart Parking Lot by Ross Cameron.txt,1649,True,True,0.9907,0.0093,6,SCRN-001_news_catalyst|SCRN-004_price_range|ENTR-002_fcnh|ENTR-004_micro_pullback|MKTCOND-002_leading_gapper|TIMING-002_opening_range
Green on 3 3 Stocks!.txt,1980,True,True,0.9907,0.0093,6,SCRN-001_news_catalyst|SCRN-004_price_range|STOP-006_halt_offering|PROF-002_scale_out|TIMING-001_premarket_watch|TIMING-002_opening_range
"I can’t believe it, twice in 1 week!!!!.txt",3292,True,True,0.9907,0.0093,10,SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-008_sector_theme|ENTR-005_vwap|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-005_cold_market|TIMING-001_premarket_watch|TIMING-002_opening_range
Ross Presents a GREEN Trading Day!.txt,2686,True,True,0.9907,0.0093,5,ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-006_bull_flag|STOP-003_fifty_pct_daily_stop|TIMING-003_midday_dead
Small Account up 15% In 3 Days! TD Ameritrade Small Account Side Hustle Challenge Ep 2 & 3.txt,4494,True,True,0.9907,0.0093,8,SCRN-001_news_catalyst|SCRN-004_price_range|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-003_midday_dead
Watch List for TOMORROW #DayTrading #stockmarket.txt,4087,True,True,0.9907,0.0093,12,SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-003_midday_dead|TIMING-004_no_trade_days|TIMING-005_session_length
AKER +120% 4th Green Day Ross's Trade Recap.txt,1920,True,True,0.9906,0.0094,6,SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-009_topping_tails|PROF-005_cold_market|TIMING-002_opening_range|TIMING-003_midday_dead
Buying the dip on $HKD after a Circuit Breaker Halt.txt,5333,True,True,0.9906,0.0094,12,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-009_short_interest|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Emotional Day Trading Cost Me -$20k Ross's Trade Recap.txt,8952,True,True,0.9906,0.0094,14,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-002_opening_range
Red Day Recap [NXklI0I7ctg].txt,869,False,False,0.9906,0.0094,3,ENTR-009_topping_tails|TIMING-001_premarket_watch|TIMING-002_opening_range
Big Trade Win-nebago Today!.txt,3106,True,True,0.9905,0.0095,7,SCRN-004_price_range|ENTR-003_dollar_levels|ENTR-009_topping_tails|PROF-002_scale_out|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-003_midday_dead
Red Shirt is bringing me luck! [AkxVT8GLFAU].txt,3923,True,True,0.9905,0.0095,11,SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-004_size_up_hot|TIMING-003_midday_dead
Red Shirt is bringing me luck!.txt,3923,True,True,0.9905,0.0095,11,SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-004_size_up_hot|TIMING-003_midday_dead
$HPX +347%.txt,2823,True,True,0.9904,0.0096,7,SCRN-004_price_range|SCRN-009_short_interest|ENTR-004_micro_pullback|PROF-001_dont_cap_green|PROF-005_cold_market|TIMING-001_premarket_watch|TIMING-003_midday_dead
Banana Squeeze on $OCEA +450%.txt,2382,True,True,0.9904,0.0096,7,SCRN-003_float|SCRN-004_price_range|ENTR-007_order_spoofing|STOP-007_position_stop|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
Day 7 Martha's Vineyard Challenge Day Trading Recap by Ross Cameron.txt,2576,True,True,0.9904,0.0096,8,SCRN-005_daily_chart_room|SCRN-010_front_back_side|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|TIMING-001_premarket_watch|TIMING-005_session_length|TIMING-006_power_hour
$WLDS $KPRX $ICU.txt,2458,True,True,0.9903,0.0097,7,SCRN-010_front_back_side|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
+$22k on (NASDAQ AHPI) Day Trading Recap by Ross Cameron.txt,2571,True,True,0.9903,0.0097,6,SCRN-004_price_range|ENTR-004_micro_pullback|PROF-001_dont_cap_green|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal
500% on $PNRL Ross's Trade Recap.txt,3395,True,True,0.9903,0.0097,8,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-003_midday_dead
A Major Turning Point in My Day Trading Strategy.txt,6226,True,True,0.9903,0.0097,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch
+$7k Going to First Responders Recap by Ross Cameron.txt,1772,True,True,0.9902,0.0098,8,SCRN-001_news_catalyst|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-004_thirty_pct_soft_stop|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|TIMING-003_midday_dead
+$88k After Giving Back Some Profits Day Trading Recap by Ross Cameron.txt,1963,True,True,0.9902,0.0098,5,SCRN-004_price_range|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-004_thirty_pct_soft_stop|TIMING-003_midday_dead
Day 54 +$224k Ross's Trade Recap.txt,4923,True,True,0.9902,0.0098,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-007_foreign_stocks|SCRN-010_front_back_side|STOP-003_fifty_pct_daily_stop|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
Red on 3 3 stocks.txt,2614,True,True,0.9902,0.0098,8,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-005_vwap|STOP-003_fifty_pct_daily_stop|TIMING-001_premarket_watch|TIMING-002_opening_range
22nd Green Day +$9k Ross's Trade Recap.txt,2862,True,True,0.9901,0.0099,8,SCRN-001_news_catalyst|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-004_size_up_hot|MKTCOND-002_leading_gapper
Red Day Recap!.txt,991,False,False,0.9901,0.0099,4,ENTR-009_topping_tails|PROF-005_cold_market|TIMING-001_premarket_watch|TIMING-002_opening_range
Starting May in The Red!.txt,2894,True,True,0.9901,0.0099,7,SCRN-003_float|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|MKTCOND-001_cold_hot_framework|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Trade Recap Too Aggressive and Down -$16k! [ilFKF3cvm6s].txt,4697,True,True,0.9901,0.0099,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-002_scale_out|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length
Trade Recap Too Aggressive and Down -$16k!.txt,4697,True,True,0.9901,0.0099,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-002_scale_out|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length
Why I Don't Short Stocks.txt,2875,True,True,0.9901,0.0099,10,SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-009_short_interest|ENTR-002_fcnh|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-006_start_small|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market
[LIVE] DAY TRADING Morning Show 9 00 - 9 30am ET with Ross Cameron [flB50MoEn_Y].txt,2663,True,True,0.9901,0.0099,5,SCRN-001_news_catalyst|SCRN-006_reverse_splits|PROF-005_cold_market|TIMING-002_opening_range|TIMING-005_session_length
Red Day Recap on $REVE $AMAM $CYTO.txt,2566,True,True,0.99,0.01,9,SCRN-001_news_catalyst|SCRN-006_reverse_splits|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|PROF-001_dont_cap_green|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range
11th Green Day +$6.8k Ross's Trade Recap.txt,4591,True,True,0.9899,0.0101,11,SCRN-001_news_catalyst|SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-002_opening_range|TIMING-003_midday_dead
Day 1 of Trader Rehab.txt,4512,True,True,0.9899,0.0101,8,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-008_sector_theme|ENTR-002_fcnh|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-006_start_small|TIMING-006_power_hour
Day 24 +$1.5k on GNPX Ross's Trade Recap.txt,3052,True,True,0.9899,0.0101,10,SCRN-003_float|SCRN-004_price_range|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
RED DAY RECAP [VE8VDeEiv_g].txt,3330,True,True,0.9899,0.0101,13,SCRN-001_news_catalyst|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-006_halt_offering|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market
[LIVE] Live Day Trading Morning Show with Ross Cameron #stocks #daytrading [tHIR1nWYQv0].txt,3470,True,True,0.9899,0.0101,10,SCRN-001_news_catalyst|SCRN-003_float|SCRN-010_front_back_side|PROF-001_dont_cap_green|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-005_session_length|TIMING-006_power_hour
+$7.5k Donated to Three Local Charities in Rhode Island Recap by Ross Cameron.txt,1793,True,True,0.9898,0.0102,4,MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
Nothing Went Right Today Ross' Trade Recap.txt,3470,True,True,0.9898,0.0102,10,SCRN-001_news_catalyst|SCRN-003_float|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-006_bull_flag|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-003_midday_dead
"$57,918.23 day trading in just TWO days! WHAT !.txt",2808,True,True,0.9897,0.0103,9,SCRN-001_news_catalyst|SCRN-005_daily_chart_room|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-004_micro_pullback|PROF-002_scale_out|PROF-006_start_small|MKTCOND-003_cheap_gappers|TIMING-003_midday_dead
+$43k on (NASDAQ HLBZ) Recap by Ross Cameron.txt,3044,True,True,0.9897,0.0103,9,SCRN-001_news_catalyst|SCRN-003_float|ENTR-002_fcnh|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-002_opening_range
Only ONE Trade for Wednesday!.txt,1332,False,False,0.9897,0.0103,6,SCRN-001_news_catalyst|STOP-006_halt_offering|PROF-005_cold_market|TIMING-001_premarket_watch|TIMING-004_no_trade_days|TIMING-006_power_hour
Red Day Recap - Day 8 Martha's Vineyard Trading Challenge Day Trading Recap by Ross Cameron.txt,1960,True,True,0.9897,0.0103,6,ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|PROF-004_size_up_hot|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Regaining My Center +1.1k on $KODK Ross's Trade Recap.txt,2879,True,True,0.9897,0.0103,7,SCRN-001_news_catalyst|SCRN-009_short_interest|STOP-003_fifty_pct_daily_stop|PROF-004_size_up_hot|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
1st MAX LOSS of 2024.txt,5974,True,True,0.9896,0.0104,16,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-007_order_spoofing|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-005_seasonal
No Trade Wednesday Recap by Ross Cameron.txt,862,False,False,0.9896,0.0104,3,SCRN-005_daily_chart_room|STOP-003_fifty_pct_daily_stop|TIMING-001_premarket_watch
